batter,match_phase,total_runs,balls_faced,dismissals,strike_rate,average,strike_rate_norm,average_norm,weighted_score,match_phase_num,dismissals_norm,will_perform
DT Christian,Middle,147,165,9.0,89.0909090909091,16.333333333333332,0.3017549696415205,0.15098400984009838,0.22636948974080945,1,0.09473684210526316,1
P Ray Barman,Middle,19,23,1.0,82.6086956521739,19.0,0.27447392497712725,0.17804428044280443,0.22625910270996585,1,0.010526315789473684,1
GJ Bailey,Middle,205,227,13.0,90.30837004405286,15.76923076923077,0.30687877603169555,0.14525972182798752,0.22606924892984154,1,0.1368421052631579,0
RJ Harris,Middle,20,25,1.0,80.0,20.0,0.26349496797804217,0.1881918819188192,0.22584342494843068,1,0.010526315789473684,1
P Kumar,Middle,40,43,3.0,93.02325581395348,13.333333333333334,0.31830464477967624,0.12054120541205413,0.2194229250958652,1,0.031578947368421054,0
SN Thakur,Middle,44,49,3.0,89.79591836734694,14.666666666666666,0.3047220718113413,0.13407134071340712,0.21939670626237423,1,0.031578947368421054,1
DJ Mitchell,Middle,33,39,2.0,84.61538461538461,16.5,0.282919276514885,0.1526752767527675,0.21779727663382625,1,0.021052631578947368,1
NK Patel,Middle,39,42,3.0,92.85714285714286,13.0,0.31760554175924727,0.11715867158671586,0.21738210667298158,1,0.031578947368421054,1
AB Barath,Middle,22,23,2.0,95.65217391304348,11.0,0.32936870997255274,0.09686346863468635,0.21311608930361955,1,0.021052631578947368,1
R Bhatia,Middle,91,108,6.0,84.25925925925925,15.166666666666666,0.28142048727593105,0.13914514145141452,0.2102828143636728,1,0.06315789473684211,0
RT Ponting,Middle,46,50,4.0,92.0,11.5,0.3139981701738336,0.10193726937269373,0.20796771977326367,1,0.042105263157894736,1
AD Hales,Middle,34,37,3.0,91.8918918918919,11.333333333333334,0.3135431863702679,0.1002460024600246,0.20689459441514624,1,0.031578947368421054,1
CJ Ferguson,Middle,58,69,4.0,84.05797101449275,14.5,0.2805733455321745,0.13238007380073802,0.20647670966645626,1,0.042105263157894736,1
SE Rutherford,Middle,36,48,2.0,75.0,18.0,0.24245196706312905,0.16789667896678967,0.20517432301495936,1,0.021052631578947368,1
PR Shah,Middle,35,36,4.0,97.22222222222221,8.75,0.3359764155738539,0.07403136531365313,0.2050038904437535,1,0.042105263157894736,0
PA Reddy,Middle,46,51,4.0,90.19607843137256,11.5,0.3064061855300218,0.10193726937269373,0.20417172745135775,1,0.042105263157894736,1
AB Agarkar,Middle,34,45,2.0,75.55555555555556,17.0,0.24479007827589722,0.1577490774907749,0.20126957788333605,1,0.021052631578947368,1
A Chopra,Middle,25,29,2.0,86.20689655172413,12.5,0.2896173139413825,0.1120848708487085,0.2008510923950455,1,0.021052631578947368,0
MS Wade,Middle,66,71,7.0,92.95774647887323,9.428571428571429,0.31802894218007044,0.08091723774380602,0.19947308996193824,1,0.07368421052631578,0
IR Jaggi,Middle,38,45,3.0,84.44444444444444,12.666666666666666,0.2821998576801871,0.1137761377613776,0.19798799772078235,1,0.031578947368421054,1
AD Nath,Middle,57,62,6.0,91.93548387096774,9.5,0.3137266475813831,0.08164206642066421,0.19768435700102366,1,0.06315789473684211,1
DL Vettori,Middle,47,51,5.0,92.15686274509804,9.4,0.31465834275155635,0.08062730627306273,0.19764282451230955,1,0.05263157894736842,0
HV Patel,Middle,48,56,4.0,85.71428571428571,12.0,0.2875441118807999,0.1070110701107011,0.1972775909957505,1,0.042105263157894736,0
R Dhawan,Middle,37,53,2.0,69.81132075471697,18.5,0.2206148906419928,0.17297047970479704,0.19679268517339493,1,0.021052631578947368,1
JDP Oram,Middle,44,57,3.0,77.19298245614034,14.666666666666666,0.25168135342931897,0.13407134071340712,0.19287634707136303,1,0.031578947368421054,0
Iqbal Abdulla,Middle,17,24,1.0,70.83333333333334,17.0,0.22491613296736818,0.1577490774907749,0.19133260522907153,1,0.010526315789473684,1
PWH de Silva,Middle,17,24,1.0,70.83333333333334,17.0,0.22491613296736818,0.1577490774907749,0.19133260522907153,1,0.010526315789473684,0
C Munro,Middle,42,45,6.0,93.33333333333333,7.0,0.31960963708447704,0.0562730627306273,0.18794134990755218,1,0.06315789473684211,1
S Gopal,Middle,45,61,3.0,73.77049180327869,15.0,0.23727745864142913,0.13745387453874539,0.18736566659008724,1,0.031578947368421054,0
CR Woakes,Middle,15,21,1.0,71.42857142857143,15.0,0.22742125212390546,0.13745387453874539,0.18243756333132544,1,0.010526315789473684,1
M Rawat,Middle,15,21,1.0,71.42857142857143,15.0,0.22742125212390546,0.13745387453874539,0.18243756333132544,1,0.010526315789473684,0
BMAJ Mendis,Middle,22,25,3.0,88.0,7.333333333333333,0.2971637694419031,0.05965559655596555,0.1784096829989343,1,0.031578947368421054,1
AD Mascarenhas,Middle,26,35,2.0,74.28571428571429,13.0,0.23944582407528436,0.11715867158671586,0.17830224783100013,1,0.021052631578947368,1
RR Sarwan,Middle,28,34,3.0,82.35294117647058,9.333333333333334,0.2733975566438836,0.0799507995079951,0.17667417807593935,1,0.031578947368421054,0
JA Richardson,Middle,15,22,1.0,68.18181818181817,15.0,0.21375696581552028,0.13745387453874539,0.17560542017713282,1,0.010526315789473684,1
UT Khawaja,Middle,20,25,2.0,80.0,10.0,0.26349496797804217,0.08671586715867159,0.17510541756835687,1,0.021052631578947368,1
SK Warne,Middle,61,81,6.0,75.30864197530865,10.166666666666666,0.24375091773688917,0.08840713407134071,0.16607902590411494,1,0.06315789473684211,1
M Klinger,Middle,22,27,3.0,81.48148148148148,7.333333333333333,0.2697299312120905,0.05965559655596555,0.164692763884028,1,0.031578947368421054,0
S Sriram,Middle,18,24,2.0,75.0,9.0,0.24245196706312905,0.07656826568265683,0.15951011637289295,1,0.021052631578947368,1
Harpreet Brar,Middle,17,23,2.0,73.91304347826086,8.5,0.23787740164684357,0.07149446494464945,0.1546859332957465,1,0.021052631578947368,0
Mohammad Hafeez,Middle,26,36,3.0,72.22222222222221,8.666666666666666,0.23076141099928843,0.07318573185731857,0.1519735714283035,1,0.031578947368421054,1
MJ Clarke,Middle,22,30,3.0,73.33333333333333,7.333333333333333,0.2354376334248247,0.05965559655596555,0.14754661499039512,1,0.031578947368421054,1
TR Birt,Middle,15,21,2.0,71.42857142857143,7.5,0.22742125212390546,0.06134686346863468,0.14438405779627006,1,0.021052631578947368,1
CR Brathwaite,Middle,24,32,4.0,75.0,6.0,0.24245196706312905,0.04612546125461254,0.1442887141588708,1,0.042105263157894736,1
Ramandeep Singh,Middle,16,23,2.0,69.56521739130434,8.0,0.2195791399817018,0.06642066420664207,0.14299990209417193,1,0.021052631578947368,1
K Goel,Middle,28,40,5.0,70.0,5.6,0.22140896614821598,0.042066420664206634,0.1317376934062113,1,0.05263157894736842,1
Virat Singh,Middle,15,23,2.0,65.21739130434783,7.5,0.20128087831656,0.06134686346863468,0.13131387089259733,1,0.021052631578947368,0
J Suchith,Middle,14,29,1.0,48.275862068965516,14.0,0.12998075527652464,0.12730627306273062,0.12864351416962763,1,0.010526315789473684,0
SB Bangar,Middle,17,33,3.0,51.515151515151516,5.666666666666667,0.14361362943247669,0.04274292742927429,0.09317827843087549,1,0.031578947368421054,1
S Nadeem,Middle,9,21,1.0,42.857142857142854,9.0,0.10717553261011632,0.07656826568265683,0.09187189914638658,1,0.010526315789473684,1
MG Johnson,Middle,10,20,2.0,50.0,5.0,0.1372369624885636,0.035977859778597784,0.0866074111335807,1,0.021052631578947368,1
TG Southee,Middle,14,27,4.0,51.85185185185185,3.5,0.145030666531124,0.020756457564575642,0.08289356204784983,1,0.042105263157894736,1
Kuldeep Yadav,Middle,10,29,1.0,34.48275862068966,10.0,0.07193109758021267,0.08671586715867159,0.07932348236944213,1,0.010526315789473684,1
Z Khan,Middle,9,29,2.0,31.03448275862069,4.5,0.05741868315613467,0.030904059040590404,0.04416137109836254,1,0.021052631578947368,1
YS Chahal,Middle,4,23,2.0,17.391304347826086,2.0,0.0,0.005535055350553505,0.0027675276752767526,1,0.021052631578947368,0
PBB Rajapaksa,Powerplay,56,28,3.0,200.0,18.666666666666668,0.7685269899359563,0.1746617466174662,0.5903674169404092,0,0.031578947368421054,1
KP Pietersen,Powerplay,391,284,5.0,137.67605633802816,78.2,0.5062304292359833,0.7787822878228782,0.5879959868120517,0,0.05263157894736842,0
LS Livingstone,Powerplay,134,76,4.0,176.3157894736842,33.5,0.6688496171811047,0.3251845018450184,0.5657500825802788,0,0.042105263157894736,1
JM Bairstow,Powerplay,695,462,14.0,150.43290043290042,49.642857142857146,0.5599188856279433,0.488995782814971,0.5386419547840516,0,0.14736842105263157,1
SP Narine,Powerplay,663,367,36.0,180.65395095367847,18.416666666666668,0.6871072043796168,0.1721248462484625,0.5326124969402705,0,0.37894736842105264,0
SA Yadav,Powerplay,727,510,14.0,142.54901960784315,51.92857142857143,0.5267387833449941,0.5121903004744333,0.5223742384838259,0,0.14736842105263157,1
DJ Hooda,Powerplay,89,87,1.0,102.29885057471265,89.0,0.35734191458707987,0.8883763837638375,0.5166522553401072,0,0.010526315789473684,1
JC Buttler,Powerplay,1225,833,27.0,147.05882352941177,45.370370370370374,0.5457187449545235,0.4456402897362307,0.5156952083890356,0,0.28421052631578947,1
CA Lynn,Powerplay,773,530,17.0,145.8490566037736,45.470588235294116,0.5406273196499164,0.4466572606902539,0.5124363019620176,0,0.17894736842105263,1
MJ Lumb,Powerplay,225,145,7.0,155.17241379310346,32.142857142857146,0.5798656024229424,0.3114127569847127,0.49932974879147346,0,0.07368421052631578,1
DJ Hussey,Powerplay,134,113,2.0,118.58407079646018,67.0,0.42587989539223875,0.6651291512915128,0.497654672162021,0,0.021052631578947368,1
KH Pandya,Powerplay,43,26,2.0,165.3846153846154,21.5,0.6228446759096349,0.20341328413284132,0.49701525837659677,0,0.021052631578947368,1
DA Warner,Powerplay,2878,2057,67.0,139.91249392318912,42.95522388059702,0.5156427008661209,0.42113234565181473,0.487289594301829,0,0.7052631578947368,0
Ishan Kishan,Powerplay,675,543,12.0,124.30939226519338,56.25,0.4499754843731836,0.5560424354243542,0.48179556968853476,0,0.12631578947368421,1
RR Pant,Powerplay,363,282,7.0,128.72340425531914,51.857142857142854,0.46855229604251436,0.5114654717975751,0.4814262487690325,0,0.07368421052631578,0
AD Hales,Powerplay,113,79,3.0,143.03797468354432,37.666666666666664,0.5287965997660604,0.3674661746617466,0.48039747223476625,0,0.031578947368421054,0
KL Rahul,Powerplay,1600,1266,30.0,126.38230647709321,53.333333333333336,0.45869955150469244,0.5264452644526445,0.479023265389078,0,0.3157894736842105,1
E Lewis,Powerplay,420,284,13.0,147.88732394366198,32.30769230769231,0.5492055719495382,0.31308543854669313,0.4783695319286847,0,0.1368421052631579,1
YK Pathan,Powerplay,360,237,13.0,151.8987341772152,27.692307692307693,0.5660879937924886,0.2662503548112404,0.4761367020981141,0,0.1368421052631579,1
HM Amla,Powerplay,261,194,6.0,134.53608247422682,43.5,0.4930155346582282,0.426660516605166,0.4731090292423096,0,0.06315789473684211,1
RA Tripathi,Powerplay,775,536,24.0,144.58955223880596,32.291666666666664,0.5353265693490463,0.31292281672816724,0.46860544356278255,0,0.25263157894736843,1
PP Shaw,Powerplay,1128,758,40.0,148.81266490765174,28.2,0.5530999620999069,0.27140221402214015,0.4685906376765768,0,0.42105263157894735,1
CH Gayle,Powerplay,2390,1732,64.0,137.9907621247113,37.34375,0.5075549000674036,0.36418934501845013,0.4645452335527175,0,0.6736842105263158,1
Abhishek Sharma,Powerplay,297,224,7.0,132.58928571428572,42.42857142857143,0.48482224545811026,0.4157880864522931,0.46411199775636514,0,0.07368421052631578,0
V Sehwag,Powerplay,1586,1062,61.0,149.34086629001882,26.0,0.5553229505343886,0.24907749077490773,0.4634493126065443,0,0.6421052631578947,0
ML Hayden,Powerplay,593,448,14.0,132.36607142857142,42.357142857142854,0.48388282577440866,0.41506325777543485,0.4632369553747165,0,0.14736842105263157,1
DR Smith,Powerplay,1209,938,27.0,128.8912579957356,44.77777777777778,0.46925872532514534,0.4396268962689627,0.46036917660829046,0,0.28421052631578947,0
MR Marsh,Powerplay,115,85,3.0,135.29411764705884,38.333333333333336,0.49620580162531636,0.3742312423124231,0.45961343383144837,0,0.031578947368421054,1
D Brevis,Powerplay,65,46,2.0,141.30434782608697,32.5,0.5215004574565418,0.31503690036900367,0.4595613903302804,0,0.021052631578947368,1
C Munro,Powerplay,131,89,5.0,147.19101123595507,26.2,0.5462750701604698,0.2511070110701107,0.457724652433362,0,0.05263157894736842,1
UT Khawaja,Powerplay,107,73,4.0,146.57534246575344,26.75,0.5436839664615425,0.25668819188191877,0.45758523408765533,0,0.042105263157894736,1
ST Jayasuriya,Powerplay,507,352,19.0,144.0340909090909,26.68421052631579,0.5329888546951678,0.25602058652165466,0.44989837424311385,0,0.2,1
LRPL Taylor,Powerplay,155,118,4.0,131.35593220338984,38.75,0.4796315536464716,0.3784594095940959,0.4492799104307589,0,0.042105263157894736,1
F du Plessis,Powerplay,1479,1131,38.0,130.76923076923077,38.921052631578945,0.4771623618833135,0.38019518353078263,0.44807220837755424,0,0.4,1
SK Raina,Powerplay,1551,1147,45.0,135.22231909328684,34.46666666666667,0.4959036302187737,0.33499384993849934,0.44763069613469136,0,0.47368421052631576,0
SN Khan,Powerplay,75,52,3.0,144.23076923076923,25.0,0.5338165951157718,0.238929889298893,0.44535058337070815,0,0.031578947368421054,1
Q de Kock,Powerplay,1632,1225,46.0,133.22448979591837,35.47826086956522,0.48749556547230066,0.3452591047649607,0.44482462726009864,0,0.4842105263157895,1
MC Henriques,Powerplay,157,136,3.0,115.44117647058823,52.333333333333336,0.412652709757279,0.5162976629766297,0.4437461957230842,0,0.031578947368421054,1
SM Katich,Powerplay,145,104,5.0,139.4230769230769,29.0,0.5135829403898938,0.279520295202952,0.44336414683381126,0,0.05263157894736842,0
RM Patidar,Powerplay,107,94,2.0,113.82978723404256,53.5,0.40587101672149667,0.5281365313653136,0.44255067111464175,0,0.021052631578947368,1
LMP Simmons,Powerplay,542,448,12.0,120.98214285714286,45.166666666666664,0.43597242190563334,0.4435731857318573,0.43825265105350053,0,0.12631578947368421,1
YBK Jaiswal,Powerplay,361,265,12.0,136.22641509433961,30.083333333333332,0.5001294688325365,0.2905135301353013,0.4372446872233659,0,0.12631578947368421,1
SA Asnodkar,Powerplay,278,201,10.0,138.30845771144277,27.8,0.5088919537718544,0.2673431734317343,0.4364273196698183,0,0.10526315789473684,1
IK Pathan,Powerplay,92,68,3.0,135.29411764705884,30.666666666666668,0.49620580162531636,0.2964329643296433,0.43627395043661443,0,0.031578947368421054,0
R Dravid,Powerplay,905,810,17.0,111.7283950617284,53.23529411764706,0.3970270972405771,0.5254504015628391,0.43555408853725563,0,0.17894736842105263,1
AC Gilchrist,Powerplay,1372,1001,48.0,137.06293706293707,28.583333333333332,0.5036500553426447,0.27529212792127916,0.435142677116235,0,0.5052631578947369,1
SR Tendulkar,Powerplay,1140,953,26.0,119.62224554039874,43.84615384615385,0.43024915780954653,0.43017314788532496,0.43022635483228,0,0.2736842105263158,0
WP Saha,Powerplay,968,712,35.0,135.95505617977528,27.65714285714286,0.4989874276550471,0.2658935160780179,0.42905925418193835,0,0.3684210526315789,0
MJ Clarke,Powerplay,76,61,2.0,124.59016393442623,38.0,0.4511571400716933,0.37084870848708484,0.42706461059631073,0,0.021052631578947368,1
BA Stokes,Powerplay,239,180,8.0,132.77777777777777,29.875,0.4856155331910136,0.2883994464944649,0.4264507071820489,0,0.08421052631578947,1
SPD Smith,Powerplay,506,411,13.0,123.11435523114356,38.92307692307692,0.44494605129301057,0.38021572523417535,0.42552695347535996,0,0.1368421052631579,1
A Symonds,Powerplay,72,81,1.0,88.88888888888889,72.0,0.3009047473823321,0.7158671586715867,0.42539347076910844,0,0.010526315789473684,0
SW Billings,Powerplay,125,96,4.0,130.20833333333331,31.25,0.474801768831961,0.3023523985239852,0.42306695773956826,0,0.042105263157894736,1
Shubman Gill,Powerplay,877,723,22.0,121.30013831258644,39.86363636363637,0.43731073763760087,0.38976014760147604,0.42304556062676335,0,0.23157894736842105,0
S Dhawan,Powerplay,3142,2530,86.0,124.1897233201581,36.53488372093023,0.4494718456292107,0.3559812923710632,0.42142467965176644,0,0.9052631578947369,0
RV Uthappa,Powerplay,2032,1604,61.0,126.68329177057356,33.31147540983606,0.45996627826590897,0.3232714294356058,0.418957823616818,0,0.6421052631578947,1
MJ Guptill,Powerplay,213,156,9.0,136.53846153846155,23.666666666666668,0.5014427475543671,0.22539975399753998,0.41862984948731896,0,0.09473684210526316,1
GJ Maxwell,Powerplay,350,253,16.0,138.3399209486166,21.875,0.5090243699575814,0.20721863468634685,0.41848264937621105,0,0.16842105263157894,1
JD Ryder,Powerplay,432,315,19.0,137.14285714285714,22.736842105263158,0.5039864070056203,0.21596426490580695,0.41757976437567623,0,0.2,1
D Padikkal,Powerplay,630,502,19.0,125.4980079681275,33.1578947368421,0.4549778926380481,0.3217129539716449,0.4149984110381271,0,0.2,0
M Vohra,Powerplay,681,520,25.0,130.96153846153845,27.24,0.47797170807234857,0.261660516605166,0.4130783506321937,0,0.2631578947368421,1
RR Sarwan,Powerplay,45,40,1.0,112.5,45.0,0.4002744739249772,0.44188191881918815,0.41275670739324044,0,0.010526315789473684,0
S Vidyut,Powerplay,103,75,5.0,137.33333333333334,20.6,0.5047880451357123,0.19428044280442805,0.411635764436327,0,0.05263157894736842,1
G Gambhir,Powerplay,2264,1816,69.0,124.66960352422906,32.81159420289855,0.45149146954387354,0.3181988341622546,0.41150367892938783,0,0.7263157894736842,0
BB McCullum,Powerplay,1547,1188,57.0,130.21885521885523,27.140350877192983,0.47484605124129386,0.26064931701948596,0.41058703097475147,0,0.6,0
M Klinger,Powerplay,50,47,1.0,106.38297872340425,50.0,0.3745303770609878,0.492619926199262,0.40995724180247006,0,0.010526315789473684,1
KC Sangakkara,Powerplay,522,440,14.0,118.63636363636363,37.285714285714285,0.42609997504782504,0.3636004217185029,0.4073501090490284,0,0.14736842105263157,0
N Rana,Powerplay,543,454,15.0,119.60352422907489,36.2,0.43017036729528324,0.3525830258302583,0.40689416485577573,0,0.15789473684210525,1
AB de Villiers,Powerplay,741,607,22.0,122.07578253706754,33.68181818181818,0.44057511406268146,0.3270295202952029,0.4065114359324378,0,0.23157894736842105,0
LA Pomersbach,Powerplay,103,76,5.0,135.5263157894737,20.6,0.4971830307699717,0.19428044280442805,0.4063122543803086,0,0.05263157894736842,0
V Kohli,Powerplay,2131,1802,58.0,118.25749167591566,36.741379310344826,0.42450545444575677,0.35807672731899726,0.4045768363077289,0,0.6105263157894737,0
MEK Hussey,Powerplay,828,747,19.0,110.8433734939759,43.578947368421055,0.39330239530859035,0.42746164303748296,0.4035501696272581,0,0.2,1
S Sohal,Powerplay,279,213,12.0,130.98591549295776,23.25,0.4780743012512405,0.22117158671586715,0.4010034868906285,0,0.12631578947368421,0
AC Blizzard,Powerplay,99,74,5.0,133.7837837837838,19.8,0.48984941025197226,0.18616236162361624,0.39874329566346545,0,0.05263157894736842,0
SM Curran,Powerplay,68,52,3.0,130.76923076923077,22.666666666666668,0.4771623618833135,0.21525215252152521,0.398589299074777,0,0.031578947368421054,1
DPMD Jayawardene,Powerplay,611,484,23.0,126.2396694214876,26.565217391304348,0.4580992491663707,0.2548130916091769,0.3971134018992125,0,0.24210526315789474,1
KK Nair,Powerplay,500,402,18.0,124.37810945273631,27.77777777777778,0.4502646875412508,0.26711767117671176,0.3953205826318891,0,0.18947368421052632,1
VR Iyer,Powerplay,339,281,11.0,120.64056939501779,30.818181818181817,0.4345348757704318,0.297970479704797,0.39356555695074136,0,0.11578947368421053,1
PA Patel,Powerplay,1900,1517,73.0,125.24719841793012,26.027397260273972,0.4539223355191937,0.24935550725370267,0.39255228703954637,0,0.7684210526315789,1
MK Pandey,Powerplay,1094,946,31.0,115.64482029598308,35.29032258064516,0.41350976519809907,0.3433519819069158,0.39246243021074406,0,0.3263157894736842,1
LA Carseldine,Powerplay,38,34,1.0,111.76470588235294,38.0,0.3971799149669018,0.37084870848708484,0.3892805530229567,0,0.010526315789473684,1
GJ Bailey,Powerplay,131,124,3.0,105.64516129032258,43.666666666666664,0.3714251984771125,0.4283517835178351,0.3885031739893292,0,0.031578947368421054,1
JJ Roy,Powerplay,203,163,8.0,124.53987730061348,25.375,0.4509455037354274,0.2427352398523985,0.38848242457051874,0,0.08421052631578947,1
MM Ali,Powerplay,188,149,8.0,126.1744966442953,23.5,0.4578249630043536,0.22370848708487084,0.38759002022850875,0,0.08421052631578947,0
SR Watson,Powerplay,1419,1239,41.0,114.5278450363196,34.609756097560975,0.4088088629158923,0.33644586445864455,0.38709996337871794,0,0.43157894736842106,1
JR Hopes,Powerplay,167,133,7.0,125.5639097744361,23.857142857142858,0.4552552469921374,0.22733263046916183,0.3868784620352447,0,0.07368421052631578,1
SE Marsh,Powerplay,771,714,19.0,107.98319327731092,40.578947368421055,0.38126504032537084,0.3970188386094387,0.38599117981059117,0,0.2,1
SS Tiwary,Powerplay,168,158,4.0,106.32911392405062,42.0,0.3743036816565718,0.4114391143911439,0.3854443114769434,0,0.042105263157894736,0
AM Rahane,Powerplay,2048,1751,65.0,116.96173615077099,31.50769230769231,0.41905213750553216,0.3049673573658813,0.3848267034636369,0,0.6842105263157895,0
KS Bharat,Powerplay,64,55,2.0,116.36363636363636,32.0,0.4165349746319555,0.3099630996309963,0.38456341213166767,0,0.021052631578947368,0
M Vijay,Powerplay,1574,1356,49.0,116.07669616519173,32.12244897959184,0.4153273580602764,0.3112056630770389,0.38409084956530515,0,0.5157894736842106,0
RG Sharma,Powerplay,1621,1371,54.0,118.23486506199853,30.01851851851852,0.42441022807428486,0.2898558152248189,0.38404390421944506,0,0.5684210526315789,0
SV Samson,Powerplay,999,836,35.0,119.49760765550239,28.542857142857144,0.4297246067843652,0.27488139167105957,0.3832716422503735,0,0.3684210526315789,0
RD Gaikwad,Powerplay,520,462,15.0,112.55411255411256,34.666666666666664,0.40050221203011704,0.33702337023370227,0.38145855949119256,0,0.15789473684210525,1
MA Agarwal,Powerplay,1172,948,50.0,123.62869198312237,23.44,0.4471106890415032,0.22309963099630997,0.3799073716279452,0,0.5263157894736842,0
DP Conway,Powerplay,85,72,3.0,118.05555555555556,28.333333333333332,0.42365558605265846,0.2727552275522755,0.37838547850254356,0,0.031578947368421054,1
SS Iyer,Powerplay,856,765,25.0,111.89542483660131,34.24,0.3977300587816707,0.33269372693726934,0.37821915922835025,0,0.2631578947368421,1
Harbhajan Singh,Powerplay,62,50,3.0,124.0,20.666666666666668,0.44867337602927737,0.1949569495694957,0.3725584480913428,0,0.031578947368421054,1
Ankit Sharma,Powerplay,27,23,1.0,117.3913043478261,27.0,0.4208600182982618,0.2592250922509225,0.37236954048405996,0,0.010526315789473684,1
AJ Finch,Powerplay,903,751,38.0,120.23968042609854,23.763157894736842,0.4328476943824825,0.22637890852592737,0.37090705862551593,0,0.4,1
AT Rayudu,Powerplay,772,722,22.0,106.92520775623268,35.09090909090909,0.376812402267768,0.3413284132841328,0.36616720557267746,0,0.23157894736842105,1
JP Duminy,Powerplay,235,231,6.0,101.73160173160174,39.166666666666664,0.35495459100216664,0.3826875768757687,0.36327448676424723,0,0.06315789473684211,0
HH Gibbs,Powerplay,447,403,15.0,110.91811414392059,29.8,0.3936169488216238,0.2876383763837638,0.3618233770902658,0,0.15789473684210525,1
TM Dilshan,Powerplay,484,427,18.0,113.34894613583137,26.88888888888889,0.4038473487875795,0.2580975809758097,0.3601224184440486,0,0.18947368421052632,1
B Sai Sudharsan,Powerplay,28,25,1.0,112.00000000000001,28.0,0.39817017383348596,0.26937269372693723,0.35953092980152135,0,0.010526315789473684,1
MN van Wyk,Powerplay,28,25,1.0,112.00000000000001,28.0,0.39817017383348596,0.26937269372693723,0.35953092980152135,0,0.010526315789473684,0
DJ Bravo,Powerplay,123,107,5.0,114.95327102803739,24.6,0.41059931082248136,0.2348708487084871,0.35788077218828307,0,0.05263157894736842,0
RA Jadeja,Powerplay,52,46,2.0,113.04347826086956,26.0,0.40256175663311994,0.24907749077490773,0.35651647687565624,0,0.021052631578947368,1
Kamran Akmal,Powerplay,47,38,3.0,123.6842105263158,15.666666666666666,0.447344344392546,0.14421894218942188,0.35640672373160875,0,0.031578947368421054,1
MS Bisla,Powerplay,474,416,20.0,113.9423076923077,23.7,0.40634457034274063,0.2257380073800738,0.3521626014539405,0,0.21052631578947367,1
MS Wade,Powerplay,113,95,6.0,118.94736842105263,18.833333333333332,0.42740886984157567,0.1763530135301353,0.3520921129481436,0,0.06315789473684211,1
JH Kallis,Powerplay,1030,962,34.0,107.06860706860707,30.294117647058822,0.3774159126400664,0.29265248534838284,0.3519868844525613,0,0.35789473684210527,0
Mandeep Singh,Powerplay,629,533,32.0,118.01125703564728,19.65625,0.4234691512936666,0.18470364391143912,0.3518394990789983,0,0.3368421052631579,0
KD Karthik,Powerplay,397,395,11.0,100.50632911392405,36.09090909090909,0.3497979084392047,0.3514760147601476,0.35030134033548754,0,0.11578947368421053,0
MP Stoinis,Powerplay,102,92,4.0,110.86956521739131,25.5,0.3934126258005491,0.24400369003690034,0.34858994507145447,0,0.042105263157894736,1
KS Williamson,Powerplay,467,458,14.0,101.9650655021834,33.357142857142854,0.3559371466697564,0.32373484449130197,0.34627645601622004,0,0.14736842105263157,0
PK Garg,Powerplay,41,36,2.0,113.88888888888889,20.5,0.40611975195689753,0.19326568265682656,0.3422635311668762,0,0.021052631578947368,1
Salman Butt,Powerplay,103,95,4.0,108.42105263157895,25.75,0.3831078152838639,0.24654059040590406,0.34213764782047595,0,0.042105263157894736,0
BR Dunk,Powerplay,40,33,3.0,121.21212121212122,13.333333333333334,0.43694030885247737,0.12054120541205413,0.3420205778203504,0,0.031578947368421054,1
J Botha,Powerplay,45,51,1.0,88.23529411764706,45.0,0.29815402830848725,0.44188191881918815,0.3412723954616975,0,0.010526315789473684,1
PC Valthaty,Powerplay,306,271,15.0,112.91512915129151,20.4,0.4020215865470641,0.19225092250922507,0.33909038733571234,0,0.15789473684210525,1
SC Ganguly,Powerplay,529,503,19.0,105.16898608349901,27.842105263157894,0.36942116741454306,0.26777044086230334,0.3389259494488711,0,0.2,1
AP Tare,Powerplay,226,196,13.0,115.3061224489796,17.384615384615383,0.4120843213772244,0.16165200113539596,0.33695462530467585,0,0.1368421052631579,1
SO Hetmyer,Powerplay,53,51,2.0,103.921568627451,26.5,0.36417128608076366,0.2541512915129151,0.3311652877104091,0,0.021052631578947368,1
CM Gautam,Powerplay,68,58,5.0,117.24137931034481,13.6,0.4202290437580844,0.12324723247232472,0.3311345003723565,0,0.05263157894736842,0
PR Shah,Powerplay,30,30,1.0,100.0,30.0,0.3476669716376945,0.28966789667896675,0.33026724915007616,0,0.010526315789473684,1
RE Levi,Powerplay,62,54,4.0,114.81481481481481,15.5,0.4100166039781777,0.14252767527675278,0.3297699253677502,0,0.042105263157894736,1
Gurkeerat Singh,Powerplay,35,37,1.0,94.5945945945946,35.0,0.3249177814594101,0.34040590405904053,0.32956421823929916,0,0.010526315789473684,0
SP Fleming,Powerplay,116,105,6.0,110.47619047619048,19.333333333333332,0.3917570687927505,0.18142681426814267,0.32865799243536814,0,0.06315789473684211,1
NK Patel,Powerplay,45,54,1.0,83.33333333333334,45.0,0.2775236352546509,0.44188191881918815,0.32683112032401207,0,0.010526315789473684,1
KA Pollard,Powerplay,53,48,3.0,110.41666666666667,17.666666666666668,0.3915065568770968,0.16451414514145143,0.3234088333564032,0,0.031578947368421054,1
GC Smith,Powerplay,374,381,13.0,98.16272965879264,28.76923076923077,0.3399346353435007,0.2771785410161794,0.3211078070453043,0,0.1368421052631579,0
